Time,InNum,OutNum,Station
2023-04-16 00:00:00,0,76,E
2023-04-16 00:15:00,45,188,E
2023-04-16 00:30:00,82,286,E
2023-04-16 00:45:00,0,255,E
2023-04-16 01:00:00,0,119,E
2023-04-16 01:15:00,0,269,E
2023-04-16 01:30:00,0,35,E
2023-04-16 01:45:00,0,125,E
2023-04-16 02:00:00,88,0,E
2023-04-16 02:15:00,68,0,E
2023-04-16 02:30:00,96,0,E
2023-04-16 02:45:00,132,0,E
2023-04-16 03:00:00,0,0,E
2023-04-16 03:15:00,47,26,E
2023-04-16 03:30:00,77,16,E
2023-04-16 03:45:00,56,13,E
2023-04-16 04:00:00,0,0,E
2023-04-16 04:15:00,122,0,E
2023-04-16 04:30:00,17,0,E
2023-04-16 04:45:00,0,0,E
2023-04-16 05:00:00,85,0,E
2023-04-16 05:15:00,78,169,E
2023-04-16 05:30:00,0,0,E
2023-04-16 05:45:00,82,0,E
2023-04-16 06:00:00,423,131,E
2023-04-16 06:15:00,676,113,E
2023-04-16 06:30:00,681,344,E
2023-04-16 06:45:00,1140,436,E
2023-04-16 07:00:00,1298,507,E
2023-04-16 07:15:00,1487,704,E
2023-04-16 07:30:00,1940,1444,E
2023-04-16 07:45:00,2295,1351,E
2023-04-16 08:00:00,2486,1801,E
2023-04-16 08:15:00,2663,1652,E
2023-04-16 08:30:00,2849,3115,E
2023-04-16 08:45:00,2096,3588,E
2023-04-16 09:00:00,2209,2575,E
2023-04-16 09:15:00,2044,2035,E
2023-04-16 09:30:00,1641,1330,E
2023-04-16 09:45:00,1701,1946,E
2023-04-16 10:00:00,1634,1661,E
2023-04-16 10:15:00,1860,1681,E
2023-04-16 10:30:00,2019,1437,E
2023-04-16 10:45:00,1508,1266,E
2023-04-16 11:00:00,1726,1518,E
2023-04-16 11:15:00,1603,1498,E
2023-04-16 11:30:00,1619,1241,E
2023-04-16 11:45:00,1690,1152,E
2023-04-16 12:00:00,1738,1020,E
2023-04-16 12:15:00,1621,1422,E
2023-04-16 12:30:00,1408,1067,E
2023-04-16 12:45:00,1382,1752,E
2023-04-16 13:00:00,1565,1500,E
2023-04-16 13:15:00,1797,1410,E
2023-04-16 13:30:00,1813,1376,E
2023-04-16 13:45:00,1756,1562,E
2023-04-16 14:00:00,1944,1849,E
2023-04-16 14:15:00,1634,2394,E
2023-04-16 14:30:00,1460,1675,E
2023-04-16 14:45:00,1291,2188,E
2023-04-16 15:00:00,1314,1612,E
2023-04-16 15:15:00,1943,2002,E
2023-04-16 15:30:00,1702,1682,E
2023-04-16 15:45:00,1660,1542,E
2023-04-16 16:00:00,1708,1687,E
2023-04-16 16:15:00,2494,1610,E
2023-04-16 16:30:00,2497,1475,E
2023-04-16 16:45:00,2169,1151,E
2023-04-16 17:00:00,2498,1563,E
2023-04-16 17:15:00,2619,1944,E
2023-04-16 17:30:00,2254,1725,E
2023-04-16 17:45:00,2447,1790,E
2023-04-16 18:00:00,3065,1573,E
2023-04-16 18:15:00,2756,2197,E
2023-04-16 18:30:00,2728,2558,E
2023-04-16 18:45:00,2314,2194,E
2023-04-16 19:00:00,2369,2531,E
2023-04-16 19:15:00,1822,1819,E
2023-04-16 19:30:00,1584,2531,E
2023-04-16 19:45:00,1178,1565,E
2023-04-16 20:00:00,1206,1735,E
2023-04-16 20:15:00,1310,1502,E
2023-04-16 20:30:00,1194,1716,E
2023-04-16 20:45:00,1262,1345,E
2023-04-16 21:00:00,1299,1595,E
2023-04-16 21:15:00,1409,1658,E
2023-04-16 21:30:00,1056,1573,E
2023-04-16 21:45:00,808,1731,E
2023-04-16 22:00:00,931,1291,E
2023-04-16 22:15:00,1071,2060,E
2023-04-16 22:30:00,691,1520,E
2023-04-16 22:45:00,551,1440,E
2023-04-16 23:00:00,336,1054,E
2023-04-16 23:15:00,230,501,E
2023-04-16 23:30:00,130,152,E
2023-04-16 23:45:00,82,75,E
